Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2015-01-02,78.02195739746094,78.4993417559335,77.27604955393734,78.15125294650922,18177500
2015-01-05,76.76884460449219,78.81760257132035,76.44064330268932,77.55453518103494,26452200
2015-01-06,75.73452758789062,77.16666579710207,74.948836912479,76.80863693562566,27399300
2015-01-07,75.73452758789062,76.9379249248319,75.40632624478793,76.34120003867974,22045300
2015-01-08,77.75345611572266,77.80318635459867,75.66491507500525,76.32131021910769,23961000
2015-01-09,77.31583404541016,78.19103745868927,76.77877947483447,77.77332328973009,21157000
2015-01-12,76.30140686035156,77.57442179890619,75.79418736247611,77.41529113770308,19190200
2015-01-13,76.03288269042969,77.65399420105035,75.43615783211254,76.80863335278706,25179600
2015-01-14,75.86381530761719,76.77879396898491,75.61517930695626,76.00305086096581,25918600
2015-01-15,73.6459732055664,76.15222030353976,73.13875373072914,75.98314967451641,34134000
2015-01-16,74.76981353759766,74.90904908185011,73.43712071547945,73.63603405567444,21791500
2015-01-20,75.82402038574219,75.89363815116803,74.41176995123644,75.30686092654548,22821600
2015-01-21,76.32129669189453,76.87824643506923,75.43615322872235,75.74446699712355,25096700
2015-01-22,77.22633361816406,77.32578648837693,76.26162484278716,76.74894921826758,19519500
2015-01-23,77.40534210205078,77.76337846008272,76.61965162680107,77.22632392303481,16746500
2015-01-26,77.0771484375,78.04185718682504,76.86829513936273,77.55453282450476,19260800
2015-01-27,75.36653900146484,76.46053582433161,75.2173558920357,76.29146517460373,20110000
2015-01-28,75.82402038574219,77.21638328202656,75.58533198824888,76.48042296355794,53306400
2015-01-29,77.57442474365234,77.59431228317389,73.80510242570428,76.43069773308339,61293500
2015-01-30,75.49583435058594,77.73355822219743,75.33670367758708,77.57442754919859,42649500
2015-02-02,74.5808334350586,75.72456026123412,73.34760131381454,75.69472516287793,41955300
2015-02-03,74.98860931396484,75.16762751407175,73.45701084366517,74.77975601180137,26957700
2015-02-04,75.21735382080078,75.93342665612788,74.60074144753307,74.68029919430546,20277400
2015-02-05,75.19746398925781,75.56544795946584,74.79964491644843,75.29691686051824,15062600
2015-02-06,74.06368255615234,75.28696725625453,73.84488169264984,75.26707971764861,21211000
2015-02-09,74.03384399414062,74.42171547485114,73.0492401543981,73.64597251343011,16194300
2015-02-10,74.77975463867188,74.92893014621545,74.09351695290171,74.44160578344909,15811300
2015-02-11,76.09255981445312,76.33124823811448,74.62063142837702,74.68030163735031,20877400
2015-02-12,75.81407928466797,76.45058672704279,75.47593043778727,76.44063916419614,17235000
2015-02-13,75.32674407958984,76.06271194298114,75.08805569599188,76.04281681815061,18621900
2015-02-17,75.1875228881836,76.49038065330942,74.67036336051882,74.88916424875835,25254400
2015-02-18,76.29146575927734,76.4804315385203,75.0383382533444,75.52567025373223,22426400
2015-02-19,78.98667907714844,79.40438571714236,76.53015429450082,76.56993696322904,45851200
2015-02-20,79.46405029296875,79.9016444006362,78.76786508770795,79.11596148422183,36931700
2015-02-23,78.40983581542969,79.75247612293074,77.95234654140476,79.52372769203447,24139100
2015-02-24,78.02195739746094,79.04634387629092,77.67386858803665,78.07168762213597,18897100
2015-02-25,79.12590789794922,79.76241536795978,78.07169382345066,78.07169382345066,25593800
2015-02-26,79.97127532958984,80.9260365235219,79.28503763892064,79.44416071069224,31111900
2015-02-27,78.53912353515625,80.78679460294633,78.19103472964531,80.2397924887385,30739200
2015-03-02,79.31486511230469,79.42426553327404,78.09157294499597,78.56895728993192,21662500
2015-03-03,79.16568756103516,79.26514042674626,78.09157840071377,79.17563512393644,18635000
2015-03-04,80.4585952758789,80.7072312269244,78.41977744219894,78.86732670674108,28126700
2015-03-05,80.76690673828125,81.54264974251296,80.60778366478715,80.78680186482273,27825700
2015-03-06,79.57345581054688,80.88625339311895,79.39443761347944,80.45859923277827,24488600
2015-03-09,79.0065689086914,79.47400575020006,78.200983199547,79.24525731729048,18925100
2015-03-10,77.12688446044922,78.82755366258418,77.12688446044922,78.07169815460153,23067100
2015-03-11,77.14676666259766,78.002074986402,76.83846049509869,77.37551508826193,20215700
2015-03-12,78.49934387207031,78.6186918618475,77.48491251614928,77.67387068192087,16093300
2015-03-13,77.62416076660156,78.94689849487371,77.25617676196646,78.1711554035923,18557300
2015-03-16,77.64404296875,77.69377319949713,76.93791770119446,77.53464253132061,19305400
2015-03-17,78.92700958251953,79.34471622629523,77.91257049018623,77.93246561861457,22170000
2015-03-18,80.46855163574219,80.79674536029916,78.7380397640845,78.81760509818166,36912400
2015-03-19,82.29850769042969,82.54714366532525,80.55805586616079,80.67740386570705,42099500
2015-03-20,83.34278869628906,84.13841932893763,82.61676825107594,82.93502202168905,44466300
2015-03-23,83.96932983398438,84.49643681194871,82.84549811847113,83.46211039257277,27357300
2015-03-24,84.84453582763672,85.60039129970139,84.0588452532666,84.24781101822467,32576500
2015-03-25,82.46757507324219,85.0533875924132,82.46757507324219,85.03350005382534,37436100
2015-03-26,82.55708312988281,83.31293095622233,81.69182729053318,82.26866451676626,32794800
2015-03-27,82.84552001953125,83.49196756324035,82.42780576382992,82.92507777454075,18372600
2015-03-30,82.74604797363281,83.87982739245231,81.96036498383825,83.35272034886735,24527700
2015-03-31,81.77139282226562,83.04440767801765,81.76144525964557,82.44768291285477,19734300
2015-04-01,81.22439575195312,82.26866984683323,80.4287652114532,82.0498689821713,22058200
2015-04-02,81.11499786376953,82.10954176141367,80.99565745222361,81.80123558122968,19664100
2015-04-06,81.99019622802734,82.3581725909972,80.35914494480242,80.35914494480242,19062900
2015-04-07,81.870849609375,82.9648463292386,81.77139674170874,82.19905090166431,17467000
2015-04-08,81.83106231689453,82.64658792606456,81.39346061859017,82.17915112792436,18966700
2015-04-09,81.7216567993164,82.34822420788858,81.26416759222182,82.04985805259074,15927300
2015-04-10,81.59237670898438,82.15926638847122,81.46308874270396,81.76144733898967,12529700
2015-04-13,82.55708312988281,83.48200916926793,81.47302644004704,81.48297400264197,26883100
2015-04-14,83.06429290771484,83.23337111648993,81.99019139537026,82.71620410335471,19634200
2015-04-15,82.25871276855469,83.20353388505379,81.82111108984914,83.0941334653774,22390900
2015-04-16,81.86090087890625,82.61675632037229,81.7017778104629,82.02003153511693,13769700
2015-04-17,80.3392562866211,81.66200151540863,79.93149722687204,81.0354415801888,24215000
2015-04-20,82.63665008544922,82.6963278799088,80.79674536403277,81.09511157302697,28796800
2015-04-21,83.16375732421875,84.02900559523718,83.08419199720616,83.54168124587771,27171900
2015-04-22,84.16825103759766,84.27765147818417,83.19360222407722,83.85994484381827,45548000
2015-04-23,81.96035766601562,85.12299964514924,81.96035766601562,83.64113151738093,73728100
2015-04-24,81.08515930175781,82.48746977974145,81.03543666165746,82.31839155765138,29660400
2015-04-27,81.46308898925781,82.47752036012712,81.18461034234082,81.42330632541253,25446000
2015-04-28,80.23979949951172,81.45314423139192,79.79225779443281,81.38352646420704,23775300
2015-04-29,80.03095245361328,80.94593106178223,79.08613115337452,79.57346314952879,26430300
2015-04-30,78.3402099609375,80.51826326024322,77.89266829647842,79.57344970737766,28999000
2015-05-01,78.55902099609375,79.32482405272462,77.68382509056916,78.80765697254859,24136400
2015-05-04,78.37999725341797,79.25520068489323,78.20097905950415,78.89716429706559,14692000
2015-05-05,77.1368179321289,78.37005775899682,76.79867666808816,78.12142179857838,22311300
2015-05-06,77.67388153076172,78.38000682975967,76.62961492848372,77.54459354793727,28663000
2015-05-07,78.0020751953125,78.50929468817529,77.13681930604864,77.57442103226495,19749400
2015-05-08,78.0816421508789,78.79771495859055,77.60425774981528,78.66841939800683,19943600
2015-05-11,77.5843734741211,78.59880493586901,77.50480813930261,78.05181033146978,18874100
2015-05-12,77.037353515625,77.465007606939,76.37101106266972,77.4451200717048,21285300
