Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2015-01-02,46.94808578491211,47.30118992866592,46.632542679963215,46.715184989972265,12600000
2015-01-05,45.490577697753906,46.79030816158208,45.25016529207135,46.62502642388904,20100600
2015-01-06,44.31105422973633,45.64083698455746,43.83774104372901,45.55819468126104,29074100
2015-01-07,44.3786735534668,44.994730756083214,44.07815658665489,44.994730756083214,23843200
2015-01-08,45.370365142822266,45.75352433106962,45.054824979269426,45.054824979269426,16971100
2015-01-09,44.581512451171875,45.67088263824584,44.54394855491586,45.6182926102991,15396200
2015-01-12,44.1983642578125,44.62659905901191,43.77764109087005,44.53644225227575,15455200
2015-01-13,44.20587158203125,44.85198097093474,43.85276462159753,44.52141177701659,21644700
2015-01-14,42.68076705932617,44.20588416785384,41.52378028309149,44.20588416785384,49602300
2015-01-15,41.31340408325195,42.53049207096881,40.94527102767691,41.869356617049114,42458100
2015-01-16,42.01961898803711,42.072209020036816,41.05045491385666,41.0654810467054,29368900
2015-01-20,41.85433578491211,42.36521285499633,41.63646115027051,42.102262686250874,23477700
2015-01-21,41.989566802978516,42.38774929343861,41.46366361602973,41.659000477496726,21842400
2015-01-22,43.26676559448242,43.37194567364965,42.04216281715931,42.35770592060319,31423500
2015-01-23,42.58308410644531,43.4771174750915,42.56805797429055,43.36442578284324,15458300
2015-01-26,42.65069580078125,42.81598037122952,42.222461110021065,42.38023118220821,12577700
2015-01-27,42.22247314453125,42.53050174438201,41.89190390941383,42.10977856602446,15220500
2015-01-28,41.133087158203125,42.58307566538402,41.133087158203125,42.53799727785541,24354400
2015-01-29,41.82428741455078,41.98957203084115,41.08051237312846,41.52377331740904,20393300
2015-01-30,40.85511779785156,41.69656111151213,40.84760329903031,41.31340478393415,26943700
2015-02-02,41.67402648925781,41.80925881882139,40.772478580814585,40.96781257577208,20308900
2015-02-03,42.613136291503906,42.658211821942714,41.97453857285142,42.00459083710507,18812500
2015-02-04,42.35770034790039,42.87608904099906,42.28256968270663,42.312621948784134,14934100
2015-02-05,42.65069580078125,42.853544264711026,42.417795075689725,42.71831195542451,11293900
2015-02-06,43.492149353027344,44.123232657192155,43.22919917043452,43.38696927999021,25214000
2015-02-09,43.43955993652344,43.64992008560017,42.9962990038674,43.1390429813206,14372400
2015-02-10,43.920379638671875,44.10820199723541,43.61235108526534,43.890327373475685,16367300
2015-02-11,43.85276412963867,44.07063875665109,43.454581640640775,43.61986623574562,13061900
2015-02-12,44.754302978515625,44.85948302104092,43.987987555335486,44.27347828929072,23211300
2015-02-13,44.829437255859375,45.2426487198433,44.58151324341065,44.671667169215496,16479100
2015-02-17,45.15249252319336,45.18254478750493,44.566487698826066,44.59653996313764,15308800
2015-02-18,44.60405731201172,45.15249830924011,44.41623493490849,45.15249830924011,14278100
2015-02-19,44.49887466430664,44.6866970305409,44.175819965108374,44.43877299740145,11256500
